cntry,idno,year,tvtot,ppltrst,pplfair,pplhlp,happy,sclmeet,sclact,gndr,agea,partner
CZ,2001,7,5,5,5,5,9,4,3,1,43,1
CZ,2003,7,7,5,5,5,7,4,3,1,55,1
CZ,2005,7,5,5,5,5,10,5,3,2,21,2
CZ,2007,7,7,5,5,5,8,5,3,2,24,2
CZ,2008,7,5,7,7,7,8,4,3,2,33,2
CZ,2009,7,5,5,5,5,9,5,3,1,50,2
CZ,2010,7,6,7,7,7,9,5,3,2,25,2
CZ,2011,7,7,5,5,5,7,4,3,1,51,1
CZ,2015,7,7,8,8,8,8,4,3,2,64,2
CZ,2016,7,7,6,6,6,8,4,3,1,62,2
CZ,2018,7,7,5,5,5,8,4,3,2,74,1
CZ,2019,7,7,8,8,7,8,4,3,2,64,2
CZ,2021,7,7,6,7,7,8,4,3,1,59,1
CZ,2022,7,7,6,7,7,8,4,3,1,54,1
CZ,2023,7,7,4,5,5,8,5,3,1,26,1
CZ,2024,7,7,5,5,5,7,4,3,1,24,2
CZ,2025,7,7,5,5,6,8,6,2,2,37,1
CZ,2026,7,4,3,2,2,6,7,2,2,43,1
CZ,2027,7,5,7,6,4,8,7,3,2,60,2
CZ,2028,7,7,2,5,3,5,2,1,2,67,2
CZ,2029,7,7,1,1,5,5,7,4,1,65,1
CZ,2030,7,7,3,3,3,6,7,3,1,41,2
CZ,2031,7,2,4,3,5,7,6,3,2,55,1
CZ,2032,7,6,5,5,5,8,3,3,2,45,1
CZ,2033,7,4,0,5,2,5,2,3,1,56,1
CZ,2034,7,5,2,3,3,8,4,3,2,35,1
CZ,2035,7,6,5,4,6,7,5,3,2,50,1
CZ,2036,7,4,5,10,5,5,6,2,2,58,1
CZ,2037,7,3,0,5,5,9,4,3,2,37,1
CZ,2038,7,3,1,6,3,6,7,2,1,39,2
CZ,2039,7,7,0,0,0,4,7,3,2,60,1
CZ,2040,7,5,5,5,5,8,6,4,2,52,1
CZ,2041,7,6,2,2,2,8,4,3,1,39,2
CZ,2042,7,6,5,5,5,9,4,3,1,25,1
CZ,2043,7,7,5,6,7,9,4,3,1,71,1
CZ,2044,7,7,6,6,6,8,4,3,1,64,2
CZ,2045,7,4,5,5,5,9,4,3,2,29,1
CZ,2046,7,3,5,5,6,10,5,3,1,22,2
CZ,2047,7,6,5,5,5,8,4,3,1,45,2
CZ,2048,7,5,8,8,8,9,5,3,2,24,2
CZ,2049,7,6,5,5,6,8,4,3,1,50,2
CZ,2050,7,7,6,6,6,8,4,3,1,65,1
CZ,2051,7,5,5,5,5,9,5,3,1,22,2
CZ,2052,7,6,4,4,4,8,4,3,1,40,2
CZ,2053,7,5,6,6,6,8,4,3,1,41,1
CZ,2054,7,5,7,7,7,9,4,3,2,45,1
CZ,2055,7,2,5,5,3,10,5,3,2,22,2
CZ,2056,7,6,5,5,5,7,4,3,2,40,1
CZ,2057,7,7,4,4,4,7,4,3,1,51,2
CZ,2058,7,6,5,5,5,8,4,3,1,53,1
CZ,2060,7,5,4,5,5,9,4,3,2,24,1
CZ,2061,7,2,4,4,5,6,4,2,2,73,2
CZ,2062,7,7,5,5,5,8,4,3,1,65,2
CZ,2063,7,7,7,7,6,8,6,3,2,69,2
CZ,2064,7,7,7,7,7,8,5,3,1,26,2
CZ,2066,7,1,3,7,2,7,5,1,1,31,2
CZ,2067,7,2,6,5,3,7,6,2,1,52,1
CZ,2068,7,2,5,5,5,10,3,2,2,35,2
CZ,2069,7,6,7,5,7,7,4,3,2,52,2
CZ,2070,7,6,0,0,2,3,3,3,2,45,1
CZ,2071,7,7,5,5,5,7,6,1,2,59,1
CZ,2072,7,3,3,2,2,9,6,2,2,40,1
CZ,2073,7,3,5,2,2,5,6,3,1,48,2
CZ,2074,7,3,1,1,3,10,6,2,1,28,1
CZ,2075,7,7,8,8,7,7,4,1,1,36,2
CZ,2076,7,5,5,5,5,8,5,3,2,27,2
CZ,2077,7,5,3,3,4,7,3,4,2,62,1
CZ,2078,7,4,6,5,5,7,3,1,2,54,1
CZ,2079,7,3,10,9,7,9,6,4,2,51,1
CZ,2080,7,6,3,5,5,6,5,4,2,58,1
CZ,2081,7,2,7,7,5,8,7,4,2,28,2
CZ,2082,7,5,4,4,3,6,4,2,1,46,1
CZ,2083,7,3,7,7,4,9,6,4,1,59,1
CZ,2084,7,4,6,6,7,8,7,2,2,53,1
CZ,2085,7,4,5,6,5,10,3,3,2,57,1
CZ,2086,7,6,3,6,5,8,7,5,2,55,1
CZ,2087,7,3,6,8,4,9,2,3,2,55,2
CZ,2088,7,1,7,5,3,9,6,1,1,42,1
CZ,2089,7,4,3,3,1,5,6,1,2,68,2
CZ,2090,7,4,3,3,2,9,6,4,2,58,2
CZ,2091,7,4,5,3,2,9,7,2,2,20,2
CZ,2093,7,7,5,5,2,7,5,3,2,39,2
CZ,2094,7,7,7,6,3,9,6,2,2,60,2
CZ,2095,7,3,5,6,3,9,6,3,2,53,2
CZ,2096,7,7,3,4,1,5,4,2,1,23,2
CZ,2097,7,7,2,3,2,7,4,3,2,59,2
CZ,2098,7,7,5,3,0,5,3,3,1,68,2
CZ,2099,7,4,3,1,3,3,3,2,2,72,2
CZ,2100,7,7,5,2,1,8,2,2,1,70,2
CZ,2101,7,5,5,7,2,8,4,4,2,70,2
CZ,2102,7,6,2,4,2,7,4,3,1,39,1
CZ,2104,7,1,7,3,4,6,4,3,2,35,2
CZ,2105,7,7,6,6,4,7,5,3,2,34,1
CZ,2106,7,6,3,1,1,7,5,3,1,35,1
CZ,2107,7,5,3,4,3,7,5,2,1,56,1
CZ,2108,7,7,4,4,3,6,5,2,2,31,1
CZ,2109,7,4,3,6,5,7,4,3,1,41,2
CZ,2110,7,7,2,3,3,7,4,3,2,29,1
CZ,2111,7,7,5,6,3,7,4,3,2,24,1
CZ,2112,7,7,6,5,6,6,4,3,1,44,1
CZ,2113,7,0,4,5,4,6,4,3,1,32,2
CZ,2114,7,7,10,5,3,3,5,3,1,71,2
CZ,2115,7,4,7,6,7,4,3,2,2,64,1
CZ,2116,7,5,6,1,4,7,4,2,1,45,2
CZ,2117,7,6,1,2,4,6,5,3,2,62,2
CZ,2118,7,3,1,2,1,5,4,3,1,40,2
CZ,2119,7,7,0,0,5,2,7,1,2,52,2
CZ,2120,7,6,2,4,4,6,3,1,2,40,1
CZ,2121,7,7,5,3,1,5,6,4,2,28,1
CZ,2122,7,2,5,3,4,0,3,1,2,31,1
CZ,2123,7,7,2,4,1,8,5,1,2,56,1
CZ,2124,7,6,4,3,2,5,4,2,1,58,1
CZ,2125,7,7,3,3,5,7,6,5,2,27,1
CZ,2126,7,7,5,5,4,2,4,2,2,69,2
CZ,2127,7,4,2,0,5,4,6,5,2,58,1
CZ,2128,7,4,4,4,6,6,4,1,2,33,2
CZ,2129,7,7,4,2,3,4,4,3,2,58,1
CZ,2130,7,7,5,3,4,4,4,3,2,25,1
CZ,2131,7,7,1,7,7,6,6,4,2,68,2
CZ,2132,7,4,2,2,2,6,4,3,2,48,2
CZ,2133,7,3,8,7,8,8,7,3,2,21,2
CZ,2134,7,4,0,1,2,6,6,4,2,29,1
CZ,2135,7,7,3,3,4,5,5,4,1,37,1
CZ,2136,7,6,4,5,5,6,4,3,1,22,2
CZ,2137,7,2,5,5,5,9,5,3,2,29,1
CZ,2138,7,7,5,4,3,7,5,3,2,58,2
CZ,2139,7,7,6,5,4,10,6,4,2,20,1
CZ,2140,7,7,2,1,0,2,6,3,2,35,2
CZ,2141,7,4,2,8,2,3,6,3,1,22,2
CZ,2142,7,7,2,2,2,6,3,3,1,73,1
CZ,2143,7,7,4,4,3,7,4,3,2,53,1
CZ,2144,7,7,2,7,6,6,4,3,2,26,1
CZ,2145,7,7,5,2,3,6,5,3,2,23,2
CZ,2146,7,7,7,7,4,6,7,5,1,61,2
CZ,2147,7,7,4,5,4,7,6,3,2,22,1
CZ,2148,7,6,3,5,4,10,5,1,1,25,2
CZ,2149,7,7,5,7,2,8,5,2,2,68,2
CZ,2150,7,5,5,5,5,9,4,3,1,40,1
CZ,2151,7,2,5,5,5,5,5,4,2,73,2
DE,11000031,6,2,3,8,8,8,4,3,2,51,1
DE,11000041,6,7,7,7,6,8,5,3,1,75,1
DE,11000071,6,4,5,6,5,6,4,2,1,50,2
DE,11000091,6,7,8,6,5,7,5,2,1,71,1
DE,11000181,6,2,5,5,5,8,6,3,2,34,2
DE,11000251,6,7,5,3,8,8,4,4,2,55,2
DE,11000291,6,6,4,3,6,6,6,4,2,59,2
DE,11000341,6,4,4,5,5,9,4,3,2,74,1
DE,11000421,6,1,7,7,4,8,5,3,1,33,1
DE,11000971,6,6,3,4,3,5,3,2,2,62,1
DE,11001031,6,4,5,8,3,8,6,5,2,59,1
DE,11001401,6,7,5,5,2,4,6,1,1,53,2
DE,11001431,6,7,5,7,5,10,6,3,2,26,1
DE,11000031,7,1,2,5,3,8,4,4,2,49,1
DE,11000041,7,2,6,7,5,7,4,2,1,57,1
DE,11000071,7,4,7,6,6,9,6,3,1,52,1
DE,11000091,7,5,4,7,7,8,4,2,2,71,1
DE,11000131,7,4,7,7,7,7,4,3,1,67,1
DE,11000181,7,2,2,2,2,8,5,3,1,41,1
DE,11000251,7,1,8,7,5,8,5,3,2,65,1
DE,11000291,7,0,10,10,7,8,5,3,1,54,1
DE,11000341,7,2,6,6,4,8,3,3,2,36,1
DE,11000421,7,4,5,7,5,5,5,3,2,56,1
DE,11000971,7,4,5,8,5,9,4,3,1,65,1
DE,11001031,7,7,8,10,10,10,5,1,2,85,2
DE,11001401,7,1,3,5,8,6,4,2,2,49,1
DE,11001431,7,6,2,7,8,9,4,3,2,89,2
ES,1,6,7,3,3,3,9,7,3,2,70,2
ES,3,6,6,7,6,6,7,5,2,2,54,2
ES,5,6,4,5,7,5,10,6,1,2,38,1
ES,6,6,5,6,5,6,8,4,2,2,35,2
ES,8,6,7,7,5,3,7,7,1,2,46,1
ES,10,6,2,7,7,5,9,5,3,1,38,1
ES,15,6,4,3,3,5,7,4,2,2,52,1
ES,18,6,2,4,3,3,3,5,3,1,18,2
ES,19,6,7,3,2,2,8,5,2,1,56,1
ES,22,6,3,6,5,3,6,6,4,2,69,2
ES,23,6,5,8,8,8,6,6,2,1,55,2
ES,25,6,3,7,7,7,7,6,3,2,32,2
ES,27,6,6,6,2,4,7,7,2,1,61,1
ES,28,6,2,4,4,5,8,6,3,2,47,1
ES,33,6,3,4,5,4,10,7,3,1,48,1
ES,34,6,5,6,5,6,5,3,2,1,45,1
ES,36,6,2,2,2,0,8,7,3,1,44,1
ES,38,6,2,8,7,6,9,6,3,2,60,1
ES,39,6,7,8,8,8,10,6,4,2,73,1
ES,41,6,5,5,7,3,8,7,3,1,30,2
ES,44,6,0,5,5,2,10,4,4,1,28,2
ES,45,6,2,6,6,6,10,4,3,1,34,1
ES,46,6,4,5,8,3,9,6,3,2,61,1
ES,47,6,7,6,6,6,7,4,3,1,76,1
ES,48,6,3,7,7,6,6,6,3,2,47,1
ES,50,6,7,3,3,3,8,5,4,2,27,1
ES,52,6,5,4,5,4,8,6,3,1,45,2
ES,53,6,3,4,3,5,6,5,4,1,51,1
ES,55,6,3,5,5,5,6,7,1,2,26,2
ES,56,6,5,4,5,4,6,6,3,2,56,1
ES,61,6,7,3,5,5,5,7,3,2,69,2
ES,62,6,5,5,6,9,9,7,3,2,36,1
ES,64,6,0,7,7,3,7,3,4,1,34,1
ES,70,6,2,8,7,7,8,7,2,2,44,2
ES,71,6,2,5,5,5,10,6,1,2,57,1
ES,75,6,6,5,2,7,10,3,1,2,27,1
ES,78,6,7,5,4,7,5,5,2,2,57,2
ES,79,6,2,7,5,2,8,5,4,2,32,1
ES,82,6,3,5,6,6,7,6,2,2,43,1
ES,86,6,3,8,5,7,8,3,4,1,36,1
ES,87,6,7,0,5,6,6,5,4,2,70,2
ES,95,6,3,3,5,5,5,6,2,2,50,2
ES,96,6,5,7,6,8,7,6,3,2,19,2
ES,98,6,7,4,5,4,10,7,2,2,20,2
ES,106,6,2,5,5,8,6,6,2,1,60,1
ES,108,6,2,5,5,3,8,5,2,1,38,2
ES,109,6,2,5,5,2,7,7,3,2,43,1
ES,110,6,3,5,5,5,5,5,1,2,63,1
ES,112,6,5,6,8,8,10,6,1,1,33,2
ES,113,6,4,4,9,9,9,7,2,2,31,1
ES,117,6,7,5,8,7,8,7,3,1,67,1
ES,119,6,7,2,4,2,5,5,3,2,76,1
ES,120,6,7,4,5,5,6,5,1,1,40,1
ES,122,6,1,5,5,6,7,6,4,2,67,1
ES,134,6,1,0,0,4,6,7,2,1,67,2
ES,138,6,5,9,9,5,9,4,1,2,54,1
ES,140,6,5,0,0,0,10,6,3,2,55,1
ES,153,6,4,4,3,3,6,1,1,2,68,1
ES,159,6,2,5,5,5,8,6,3,1,36,1
ES,160,6,5,6,7,0,8,6,3,2,30,1
ES,171,6,2,5,4,5,6,7,2,2,47,1
ES,172,6,6,7,6,6,10,7,2,2,17,2
ES,173,6,7,5,5,6,7,5,4,2,60,1
ES,176,6,4,10,7,6,7,7,4,2,23,2
ES,180,6,4,3,3,5,7,5,3,1,42,2
ES,181,6,1,1,5,2,7,4,1,1,32,1
ES,183,6,1,0,0,0,10,7,5,2,21,2
ES,184,6,2,6,7,7,7,5,2,2,46,1
ES,188,6,5,6,7,3,5,5,2,1,30,1
ES,189,6,5,6,7,8,6,6,3,1,21,2
ES,190,6,4,6,5,5,8,7,3,2,41,1
ES,194,6,2,5,2,3,5,5,1,2,29,1
ES,204,6,3,7,5,3,9,6,3,1,27,2
ES,206,6,4,6,7,8,8,7,2,1,40,1
ES,208,6,3,4,3,4,9,3,2,1,72,1
ES,209,6,4,9,8,5,9,5,3,1,52,1
ES,213,6,4,2,2,0,8,5,3,2,40,1
ES,216,6,1,6,6,6,9,6,3,2,41,1
ES,218,6,6,3,5,6,9,7,3,1,45,1
ES,219,6,7,7,7,7,9,5,4,1,68,1
ES,221,6,5,7,5,3,9,7,3,2,51,1
ES,223,6,2,7,6,10,8,5,4,2,57,1
ES,225,6,5,8,7,6,9,4,4,1,23,2
ES,226,6,0,6,7,4,7,6,2,1,22,2
ES,228,6,3,7,5,5,5,6,3,1,35,1
ES,229,6,2,4,4,4,5,6,1,1,40,1
ES,232,6,3,3,5,3,9,6,3,2,39,1
ES,233,6,3,6,6,6,7,4,5,2,46,1
ES,235,6,3,9,9,7,9,6,3,2,42,1
ES,236,6,4,4,3,3,7,5,2,2,51,1
ES,238,6,2,4,5,3,7,4,2,2,30,2
ES,242,6,5,5,7,8,8,7,3,1,38,2
ES,244,6,1,7,7,3,8,5,2,1,16,2
ES,247,6,5,7,7,7,8,7,4,2,35,1
ES,248,6,7,3,3,3,10,2,2,1,44,1
ES,251,6,5,5,3,5,8,5,3,1,54,1
ES,252,6,6,6,6,6,5,3,2,1,52,2
ES,253,6,1,7,8,9,8,5,2,2,41,1
ES,254,6,7,4,3,5,10,5,3,2,75,1
ES,261,6,7,5,5,2,9,6,4,2,74,2
ES,262,6,5,5,7,4,6,2,2,1,68,1
ES,263,6,7,5,5,8,9,2,2,2,55,1
ES,265,6,3,5,7,9,7,5,2,2,53,1
ES,269,6,7,4,6,7,10,7,3,1,46,1
ES,270,6,1,5,7,8,9,3,4,1,41,2
ES,272,6,3,2,5,5,5,4,3,1,70,1
ES,276,6,1,5,5,5,7,4,2,2,49,2
ES,277,6,7,0,3,4,10,7,2,1,39,1
ES,280,6,4,5,1,5,9,5,3,2,64,1
ES,281,6,4,3,4,5,7,7,4,2,72,2
ES,283,6,1,5,5,6,7,3,1,2,48,1
ES,284,6,4,1,1,1,10,7,1,1,90,2
ES,287,6,2,3,6,5,8,6,3,2,31,2
ES,290,6,2,4,5,5,6,6,2,2,34,2
ES,291,6,4,5,5,7,7,5,1,2,49,1
ES,292,6,3,6,3,3,8,6,4,2,31,2
ES,293,6,7,8,5,6,8,4,1,2,60,1
ES,301,6,3,2,5,5,8,6,3,1,39,2
ES,304,6,5,3,1,6,8,4,4,1,41,1
ES,305,6,4,8,8,8,8,3,3,2,47,1
ES,307,6,2,8,8,5,7,7,4,1,40,1
ES,312,6,4,3,1,0,6,6,1,2,44,1
ES,315,6,3,7,8,1,9,4,3,1,16,2
ES,317,6,7,7,8,10,10,6,3,2,59,1
ES,319,6,4,7,9,8,10,3,3,1,60,1
ES,321,6,4,5,5,5,8,6,3,1,75,1
ES,323,6,5,5,6,4,10,4,1,1,42,1
ES,325,6,3,8,7,6,9,7,4,1,26,2
ES,326,6,2,3,4,4,10,6,2,1,36,1
ES,327,6,2,5,3,3,4,4,2,1,47,2
ES,328,6,3,6,7,6,9,4,2,2,33,1
ES,329,6,6,5,5,6,7,7,4,1,31,2
ES,330,6,7,0,10,0,7,7,2,2,82,2
ES,333,6,7,4,0,0,10,1,1,1,63,2
ES,337,6,4,8,6,5,5,2,1,2,56,2
ES,347,6,7,3,3,5,7,5,3,1,49,1
ES,348,6,0,7,7,7,8,7,4,1,22,2
ES,351,6,5,5,6,5,6,6,2,1,38,1
ES,357,6,7,7,7,9,9,4,3,1,49,1
ES,360,6,4,10,10,0,10,7,3,1,47,2
ES,363,6,3,7,8,10,10,6,3,1,35,1
ES,366,6,5,5,5,5,8,6,3,1,29,1
ES,373,6,5,7,6,8,9,4,4,1,63,1
ES,374,6,7,6,6,5,7,3,2,2,76,2
ES,378,6,6,6,7,7,7,5,3,2,75,2
ES,381,6,0,10,10,7,7,6,4,2,56,1
ES,383,6,4,3,3,3,4,2,1,1,51,2
ES,385,6,7,3,0,0,7,1,2,2,35,1
ES,386,6,2,7,7,7,7,6,3,2,18,2
ES,387,6,1,3,3,2,10,7,3,2,21,2
ES,389,6,5,5,8,3,9,5,2,1,46,1
ES,395,6,7,6,6,7,7,4,2,1,30,2
ES,398,6,5,8,2,5,5,7,2,2,48,2
ES,406,6,4,3,4,3,7,1,1,2,71,2
ES,411,6,3,3,3,7,10,5,3,2,39,1
ES,415,6,7,2,1,0,5,6,1,1,35,1
ES,416,6,2,0,1,1,7,4,4,2,69,1
ES,417,6,3,2,7,7,10,4,4,1,24,2
ES,431,6,2,7,7,6,8,3,2,2,63,2
ES,433,6,7,5,7,5,10,7,1,1,103,2
ES,435,6,3,6,4,0,5,2,1,2,47,1
ES,437,6,7,2,0,1,7,2,3,1,64,1
ES,440,6,3,4,4,5,6,7,2,2,17,2
ES,441,6,3,6,7,6,9,7,4,2,30,1
ES,442,6,5,5,5,5,6,6,1,2,65,1
ES,443,6,2,7,6,4,8,7,3,2,24,2
ES,444,6,4,10,7,8,8,2,2,2,45,1
ES,461,6,2,2,0,5,2,2,1,1,26,1
ES,463,6,1,3,7,4,7,5,2,1,52,1
ES,464,6,0,4,7,0,8,4,3,1,44,1
ES,468,6,7,3,2,5,8,6,2,1,33,2
ES,471,6,6,5,2,6,10,3,1,2,48,1
ES,474,6,6,4,4,5,5,6,3,2,64,1
ES,489,6,6,3,4,5,8,7,3,2,73,1
ES,492,6,5,7,4,5,6,7,3,1,45,2
ES,499,6,3,5,5,5,6,4,4,1,38,1
ES,501,6,3,4,5,4,6,6,2,2,64,2
ES,503,6,6,7,7,7,9,7,5,2,73,2
ES,508,6,7,4,5,1,6,6,1,1,33,2
ES,514,6,0,8,8,4,8,6,3,1,32,2
ES,520,6,3,5,3,5,9,4,1,1,78,2
ES,523,6,5,7,8,7,9,6,3,1,56,1
ES,525,6,1,4,3,4,8,2,1,2,22,2
ES,532,6,0,8,8,3,8,1,1,2,53,1
ES,546,6,5,6,6,4,9,7,2,2,31,1
ES,547,6,5,5,3,0,9,5,1,2,83,1
ES,548,6,7,0,0,0,8,6,2,1,63,1
ES,552,6,7,2,3,3,6,2,2,1,59,1
ES,553,6,5,5,5,2,10,7,4,1,76,1
ES,554,6,6,5,3,4,8,7,4,2,46,1
ES,555,6,3,4,5,4,4,5,2,1,53,2
ES,558,6,5,7,5,0,9,3,3,2,64,1
ES,561,6,3,7,4,2,7,7,2,1,18,2
ES,563,6,4,7,6,8,8,5,3,1,51,1
ES,567,6,6,5,5,5,4,6,3,1,57,1
ES,569,6,3,8,7,5,9,6,3,2,34,1
ES,572,6,3,7,8,5,10,6,3,1,71,1
ES,574,6,7,3,5,4,5,7,2,1,46,2
ES,575,6,2,10,10,8,10,7,3,1,71,1
ES,576,6,1,5,5,5,6,6,3,1,54,2
ES,578,6,3,4,3,6,9,5,2,1,48,1
ES,579,6,3,5,8,3,7,4,1,1,49,1
ES,580,6,5,6,7,6,8,7,3,2,22,2
ES,583,6,3,4,5,3,7,7,3,1,24,2
ES,585,6,4,7,7,3,0,7,2,1,49,2
ES,587,6,7,3,3,3,10,5,2,2,64,1
ES,590,6,7,8,8,5,3,2,1,1,45,1
ES,592,6,7,6,6,4,8,6,3,1,76,1
ES,593,6,1,5,5,5,8,5,2,1,35,1
ES,596,6,7,8,8,5,8,6,3,2,60,2
ES,598,6,4,5,5,3,9,7,4,2,82,2
ES,599,6,6,7,7,4,8,6,2,1,35,2
ES,600,6,5,5,7,3,7,5,3,2,20,2
ES,602,6,4,2,3,3,8,4,1,2,34,1
ES,603,6,5,6,2,3,8,2,3,2,16,2
ES,605,6,2,4,4,5,10,3,1,1,33,1
ES,608,6,5,5,5,5,8,6,3,1,48,1
ES,614,6,7,4,5,0,5,7,3,2,36,2
ES,623,6,5,1,6,3,2,2,1,2,58,1
ES,628,6,4,5,5,4,7,6,3,1,17,2
ES,635,6,2,7,7,7,8,4,3,1,61,2
ES,636,6,5,4,5,2,6,7,4,1,20,2
ES,639,6,7,7,7,5,7,2,3,1,72,2
ES,645,6,1,3,5,5,6,5,2,2,61,1
ES,646,6,4,8,8,6,8,7,3,2,21,2
ES,650,6,7,3,3,1,8,7,3,1,32,2
ES,651,6,5,3,5,4,8,6,1,1,67,2
ES,652,6,7,10,9,2,10,3,3,2,72,1
ES,653,6,2,2,5,5,10,4,3,2,48,1
ES,654,6,6,6,8,3,8,5,3,1,52,1
ES,655,6,2,5,3,5,8,4,3,1,70,1
ES,656,6,7,8,8,9,8,5,3,1,64,2
ES,660,6,1,0,5,6,8,5,3,2,76,2
ES,662,6,2,2,2,2,8,5,4,2,64,1
ES,663,6,0,8,6,5,7,4,3,1,50,1
ES,665,6,7,3,4,7,6,6,2,2,79,2
ES,666,6,2,6,7,6,10,6,4,2,80,1
ES,667,6,7,6,8,6,9,5,3,1,30,1
ES,670,6,0,9,4,5,9,6,2,2,43,1
ES,673,6,3,5,5,7,8,5,2,2,52,1
ES,676,6,6,5,5,7,9,6,3,1,41,1
ES,678,6,4,7,8,5,7,6,3,2,70,2
ES,693,6,5,5,5,6,7,6,3,2,43,2
ES,695,6,2,7,7,5,8,4,2,2,34,1
ES,698,6,1,7,6,6,7,4,1,1,51,1
ES,700,6,7,7,6,6,9,5,3,1,25,2
ES,701,6,4,8,8,5,10,7,3,1,68,1
ES,703,6,7,3,8,9,2,6,1,1,48,2
ES,704,6,2,7,6,7,3,6,4,1,45,2
ES,705,6,2,6,3,3,7,3,2,1,45,2
ES,706,6,2,4,6,4,8,5,2,1,38,1
ES,709,6,3,7,8,6,8,5,3,2,60,2
ES,710,6,5,7,8,8,10,7,3,2,81,1
ES,714,6,5,1,5,4,5,5,2,2,44,1
ES,717,6,3,5,5,5,10,3,2,2,60,1
ES,721,6,6,6,6,4,7,6,2,2,52,2
ES,723,6,7,5,2,9,10,7,2,2,33,2
ES,726,6,5,0,5,5,8,5,3,2,90,1
ES,727,6,4,5,6,5,8,4,3,1,57,1
ES,728,6,1,7,7,6,9,3,3,1,38,1
ES,729,6,3,9,6,1,9,4,1,2,41,1
ES,731,6,1,7,7,6,7,7,3,1,36,2
ES,734,6,6,6,5,5,5,5,2,1,53,1
ES,742,6,6,3,5,2,8,6,5,1,25,2
ES,743,6,0,7,9,4,9,6,3,2,42,1
ES,744,6,3,7,8,2,8,6,2,1,33,1
ES,746,6,5,0,0,0,8,7,2,1,51,1
ES,747,6,4,6,5,6,7,4,3,2,49,1
ES,748,6,5,3,4,3,4,2,1,1,64,1
ES,751,6,4,6,6,7,1,2,3,2,72,2
ES,763,6,4,1,4,4,6,5,3,2,39,1
ES,767,6,4,0,5,5,7,6,3,2,58,1
ES,768,6,5,2,2,9,10,7,2,1,80,1
ES,770,6,3,6,6,8,8,4,1,1,59,1
ES,771,6,3,3,7,6,10,7,5,1,65,1
ES,778,6,2,8,8,7,7,4,3,2,47,2
ES,781,6,7,5,4,6,4,2,3,1,36,2
ES,783,6,3,7,8,7,7,6,2,2,31,1
ES,788,6,5,6,6,5,8,5,2,1,50,1
ES,792,6,1,3,7,2,5,4,2,1,22,2
ES,798,6,7,6,8,5,7,5,3,1,41,1
ES,799,6,0,8,7,3,10,5,2,2,57,1
ES,802,6,1,4,7,1,7,7,2,2,41,1
ES,806,6,2,3,3,3,9,7,3,2,34,1
ES,807,6,4,1,0,5,5,4,1,1,38,1
ES,812,6,4,5,8,5,7,6,3,1,16,2
ES,813,6,2,6,6,6,7,3,2,2,62,1
ES,814,6,7,6,7,4,8,7,3,2,51,1
ES,815,6,6,4,5,7,6,6,2,1,64,1
ES,818,6,3,8,7,8,8,6,4,2,22,2
ES,821,6,3,7,6,6,8,5,4,1,61,1
ES,824,6,2,7,5,3,6,7,3,1,70,1
ES,827,6,5,5,6,6,10,4,2,1,62,1
ES,833,6,2,7,10,8,0,7,1,1,48,2
ES,836,6,7,5,5,5,5,5,3,2,34,2
ES,837,6,5,5,7,5,8,5,3,1,41,1
ES,842,6,3,3,7,5,7,4,5,2,71,2
ES,846,6,5,5,5,5,9,7,3,2,50,1
ES,847,6,5,6,5,7,6,6,2,2,17,2
ES,851,6,7,8,6,7,8,4,3,1,95,1
ES,853,6,2,3,4,2,10,3,1,2,38,1
ES,854,6,0,5,4,3,7,4,3,2,21,2
ES,855,6,7,8,8,7,8,6,3,2,69,1
ES,856,6,3,5,7,6,6,4,3,1,39,2
ES,857,6,7,7,6,4,8,6,3,2,74,1
ES,858,6,3,5,5,5,9,5,3,1,58,1
ES,865,6,4,8,6,3,8,5,2,2,32,2
ES,867,6,3,5,5,5,10,7,3,1,19,2
ES,872,6,3,2,5,5,9,7,3,1,17,2
ES,874,6,1,8,8,7,7,5,2,1,30,2
ES,876,6,4,6,6,4,8,4,3,1,42,2
ES,882,6,2,0,0,10,5,5,3,2,34,2
ES,885,6,5,2,5,1,9,6,5,1,18,2
ES,886,6,4,8,8,8,10,2,1,1,53,1
ES,887,6,7,5,4,3,6,7,3,2,58,1
ES,890,6,1,5,5,6,8,5,2,2,25,2
ES,892,6,1,6,5,5,6,3,1,2,39,1
ES,894,6,3,4,6,3,7,2,2,1,47,1
ES,897,6,1,5,5,5,8,6,2,2,44,2
ES,898,6,2,3,3,3,7,7,3,2,34,1
ES,900,6,1,5,6,3,8,7,3,1,42,2
ES,901,6,6,5,5,1,5,6,3,2,32,1
ES,903,6,7,5,7,9,6,6,1,1,61,2
ES,905,6,7,6,5,3,9,5,2,2,58,1
ES,907,6,1,5,8,4,9,5,5,1,78,1
ES,909,6,5,4,8,7,8,4,2,2,48,1
ES,910,6,3,5,5,4,5,6,1,1,22,2
ES,911,6,7,6,8,3,9,3,2,2,64,1
ES,913,6,2,5,7,2,7,7,4,1,43,1
ES,916,6,6,4,4,6,4,7,1,2,83,1
ES,917,6,7,6,6,4,10,7,3,1,57,1
ES,918,6,0,6,5,3,7,4,2,2,30,2
ES,923,6,1,5,4,6,6,6,3,1,43,1
ES,924,6,2,2,2,9,8,7,1,2,61,1
ES,925,6,3,7,2,4,8,6,3,1,36,1
ES,926,6,3,4,3,3,7,6,2,2,38,1
ES,929,6,2,5,5,3,9,5,2,1,42,1
ES,930,6,3,6,8,7,7,5,2,2,24,2
