cntry,idno,year,tvtot,ppltrst,pplfair,pplhlp,happy,sclmeet,sclact,gndr,agea,partner
ES,953,7,7,3,5,6,8,7,1,2,57,2
ES,954,7,6,4,4,3,8,6,4,1,63,1
ES,957,7,3,5,6,4,7,6,3,1,23,2
ES,959,7,3,7,8,5,9,6,4,2,22,2
ES,961,7,2,3,5,1,9,6,1,1,56,1
ES,964,7,2,6,6,4,10,7,3,1,70,1
ES,967,7,4,6,7,6,8,6,2,2,45,1
ES,970,7,2,6,5,6,8,4,1,2,33,1
ES,971,7,7,4,4,4,9,6,2,2,31,1
ES,972,7,2,5,3,2,7,2,2,1,37,1
ES,973,7,0,8,3,0,0,6,1,1,37,1
ES,974,7,4,5,5,6,7,5,3,2,43,1
ES,975,7,6,5,7,7,9,6,3,1,69,1
ES,976,7,2,5,6,7,7,6,3,1,24,2
ES,983,7,1,5,5,3,7,6,3,1,21,2
ES,984,7,3,3,5,4,8,7,2,2,41,1
ES,987,7,4,0,2,7,8,4,2,1,52,1
ES,992,7,1,8,8,5,8,6,4,2,41,2
ES,993,7,3,7,7,4,8,6,3,1,23,2
ES,994,7,1,5,5,3,8,6,3,2,30,1
ES,996,7,2,8,8,5,8,6,1,1,80,1
ES,1002,7,6,4,4,4,10,6,2,1,34,2
ES,1003,7,4,6,2,1,8,7,1,2,85,2
ES,1004,7,7,1,6,3,7,7,2,1,63,1
ES,1007,7,2,7,7,8,9,7,5,2,58,2
ES,1009,7,1,2,0,10,8,5,3,1,38,2
ES,1010,7,0,1,7,2,8,5,3,1,53,1
ES,1011,7,7,5,7,8,8,7,3,1,61,2
ES,1014,7,3,6,8,9,9,7,4,1,56,1
ES,1016,7,4,3,8,7,8,3,3,2,20,2
ES,1019,7,6,5,5,5,7,7,3,1,39,1
ES,1020,7,7,4,5,5,5,6,2,1,48,1
ES,1023,7,7,3,5,6,7,1,1,1,73,1
ES,1027,7,3,5,5,7,8,7,3,1,72,1
ES,1030,7,5,6,4,4,8,5,3,2,75,1
ES,1033,7,7,2,7,9,9,6,3,2,47,1
ES,1035,7,5,7,4,5,10,6,2,2,16,2
ES,1040,7,6,7,7,4,9,5,4,2,43,1
ES,1042,7,3,3,4,4,7,4,4,2,55,1
ES,1043,7,5,5,4,5,5,6,4,2,17,2
ES,1045,7,3,6,4,1,10,5,3,2,44,1
ES,1048,7,7,5,5,5,10,7,3,2,33,1
ES,1054,7,6,5,5,5,5,4,3,1,45,1
ES,1055,7,5,4,5,5,7,6,3,1,54,2
ES,1057,7,3,3,7,1,9,4,3,1,30,1
ES,1058,7,4,1,7,1,10,6,3,2,67,1
ES,1059,7,5,2,2,0,3,5,3,2,69,2
ES,1060,7,2,5,4,1,9,7,2,2,25,1
ES,1062,7,1,5,7,3,9,6,3,2,21,2
ES,1063,7,7,10,10,5,8,7,4,1,76,2
ES,1071,7,4,5,5,7,6,6,3,1,40,1
ES,1072,7,0,6,2,3,8,6,4,2,28,2
ES,1075,7,6,8,8,4,7,6,2,2,58,2
ES,1079,7,2,8,5,4,7,1,1,2,71,2
ES,1080,7,5,5,8,5,8,3,2,2,61,1
ES,1085,7,5,3,5,1,4,6,3,2,24,2
ES,1087,7,6,3,4,4,5,5,3,1,52,1
ES,1089,7,4,3,5,3,8,6,4,2,32,1
ES,1092,7,7,5,5,3,6,4,2,1,35,1
ES,1096,7,6,8,5,2,4,6,4,2,51,1
ES,1097,7,3,6,6,5,7,5,2,2,36,2
ES,1099,7,0,8,8,8,8,5,3,1,76,1
ES,1100,7,5,6,6,5,8,7,3,2,42,1
ES,1103,7,7,1,1,2,10,6,3,2,25,1
ES,1105,7,7,3,5,5,7,6,1,2,29,1
ES,1110,7,7,2,3,3,5,6,1,2,22,2
ES,1117,7,6,4,2,3,8,7,2,1,54,2
ES,1122,7,5,7,7,5,8,7,2,2,69,2
ES,1123,7,1,7,7,6,8,5,3,1,56,2
ES,1125,7,4,4,4,5,6,5,3,1,31,1
ES,1129,7,3,6,8,3,8,6,4,1,54,1
ES,1130,7,5,2,2,2,3,4,3,2,46,1
ES,1133,7,2,3,4,5,6,3,2,1,55,1
ES,1135,7,4,7,7,5,8,7,3,1,64,1
ES,1136,7,4,3,8,0,10,7,3,1,25,1
ES,1139,7,2,6,7,9,8,7,4,1,50,1
ES,1141,7,5,4,4,3,7,7,3,1,54,1
ES,1142,7,7,1,2,1,8,7,3,2,56,1
ES,1143,7,6,1,0,0,10,7,3,1,80,2
ES,1147,7,4,4,5,1,9,7,3,2,29,1
ES,1151,7,2,5,5,3,7,6,3,2,36,2
ES,1152,7,2,0,0,1,9,7,2,1,53,1
ES,1154,7,0,5,8,6,9,7,3,2,18,2
ES,1158,7,3,7,6,4,7,7,3,2,51,1
ES,1159,7,4,0,5,0,5,3,3,2,36,1
ES,1160,7,4,5,8,6,8,7,3,2,36,2
ES,1161,7,1,6,4,5,6,7,4,1,20,2
ES,1162,7,7,5,4,5,3,7,2,2,87,2
ES,1163,7,4,7,7,3,8,6,5,1,50,1
ES,1165,7,0,7,5,6,10,5,3,1,18,2
ES,1167,7,2,6,6,6,7,7,3,1,30,2
ES,1168,7,1,8,8,8,9,7,4,1,27,2
ES,1169,7,2,6,6,3,2,6,3,2,27,2
ES,1173,7,4,9,7,3,4,4,3,2,45,1
ES,1177,7,5,7,6,5,9,6,3,1,62,1
ES,1178,7,5,8,8,6,7,5,2,2,41,2
ES,1179,7,4,7,7,7,9,6,3,1,34,2
ES,1181,7,6,8,7,8,9,6,3,2,35,2
ES,1182,7,6,9,8,9,10,7,3,2,17,2
ES,1185,7,2,2,5,5,7,2,1,1,52,1
ES,1191,7,4,7,5,5,8,6,3,1,52,1
ES,1195,7,7,5,7,5,6,3,1,1,58,2
ES,1197,7,4,6,3,5,8,6,4,2,62,1
ES,1199,7,5,5,5,4,8,5,3,1,44,1
ES,1200,7,2,4,5,2,6,7,3,1,71,1
ES,1201,7,5,2,3,1,7,6,2,1,70,1
ES,1204,7,6,4,3,2,7,6,3,1,67,1
ES,1206,7,4,5,9,5,6,1,3,2,39,1
ES,1207,7,7,7,5,2,8,6,1,2,76,2
ES,1208,7,5,5,9,5,7,6,5,1,48,2
ES,1209,7,4,5,6,6,8,5,3,2,35,2
ES,1210,7,4,4,3,1,7,6,3,2,40,2
ES,1211,7,7,7,0,3,5,7,2,2,63,2
ES,1213,7,2,6,7,6,8,6,3,2,54,1
ES,1215,7,7,4,5,3,7,7,2,2,70,2
ES,1218,7,6,2,3,1,5,4,2,2,47,2
ES,1220,7,7,6,8,7,9,1,1,2,73,2
ES,1226,7,6,2,2,2,7,6,3,1,21,2
ES,1227,7,3,7,7,8,9,7,3,2,59,2
ES,1228,7,3,7,7,5,8,6,3,1,23,2
ES,1229,7,5,5,5,4,10,7,4,1,75,1
ES,1230,7,2,9,10,3,7,4,2,1,33,1
ES,1231,7,3,4,7,3,9,6,3,1,53,1
ES,1232,7,5,5,8,7,10,2,3,1,40,1
ES,1234,7,6,6,6,5,7,6,3,1,59,1
ES,1236,7,5,5,5,6,4,5,2,2,31,2
ES,1237,7,6,4,4,6,7,4,4,2,57,1
ES,1239,7,7,2,2,4,8,6,3,1,30,1
ES,1242,7,7,3,7,7,8,6,2,1,75,1
ES,1245,7,7,7,4,7,8,6,2,1,55,1
ES,1246,7,5,7,7,5,8,6,1,2,57,1
ES,1247,7,6,8,1,1,6,5,4,2,55,1
ES,1248,7,4,4,7,6,8,7,3,2,33,2
ES,1251,7,5,7,1,3,3,7,1,2,57,1
ES,1252,7,3,8,6,6,8,6,3,2,36,1
ES,1253,7,7,9,9,9,7,7,4,2,76,1
ES,1254,7,5,5,5,6,8,6,3,1,20,2
ES,1257,7,7,2,4,5,5,2,2,1,81,2
ES,1260,7,7,3,3,5,7,2,1,2,40,2
ES,1262,7,4,2,2,1,7,2,1,2,52,1
ES,1265,7,2,2,1,1,10,5,2,2,24,2
ES,1268,7,6,3,3,1,8,6,4,2,68,2
ES,1272,7,3,5,6,7,7,3,1,1,51,1
ES,1275,7,3,4,5,2,7,6,3,1,39,2
ES,1280,7,2,7,7,7,7,7,1,2,61,1
ES,1283,7,5,5,8,2,9,5,2,2,59,1
ES,1285,7,5,6,6,1,9,5,1,2,42,1
ES,1287,7,4,5,2,0,9,7,2,1,50,1
ES,1293,7,6,4,2,0,5,1,1,1,56,2
ES,1294,7,2,1,5,3,7,6,1,1,34,2
ES,1299,7,2,6,3,5,7,2,2,1,53,1
ES,1306,7,1,7,6,1,5,7,1,2,22,2
ES,1307,7,7,6,6,7,7,4,3,2,65,2
ES,1308,7,7,7,5,2,7,6,2,2,65,1
ES,1314,7,6,8,8,9,10,6,4,2,79,2
ES,1316,7,0,4,6,7,8,5,3,2,37,1
ES,1318,7,4,5,5,4,5,6,1,2,68,1
ES,1319,7,2,5,5,8,7,4,4,2,41,1
ES,1320,7,7,3,5,3,8,2,2,1,72,1
ES,1324,7,4,8,7,5,9,6,2,1,46,2
ES,1325,7,2,5,2,4,6,5,4,1,39,2
ES,1326,7,3,6,6,5,8,6,3,1,70,1
ES,1331,7,5,7,7,7,7,6,3,2,44,2
ES,1333,7,2,5,5,5,7,4,3,2,50,1
ES,1335,7,6,5,5,2,8,5,1,1,80,1
ES,1336,7,2,1,4,1,5,6,1,1,65,1
ES,1340,7,1,9,8,7,7,3,1,2,75,1
ES,1342,7,6,3,5,4,7,5,3,1,30,2
ES,1345,7,3,5,5,5,10,4,3,1,26,1
ES,1348,7,2,8,8,6,8,5,2,2,48,1
ES,1350,7,4,5,8,8,7,6,3,1,17,2
ES,1351,7,3,9,10,6,10,7,1,1,17,2
ES,1352,7,2,1,5,1,9,4,2,1,45,1
ES,1353,7,2,5,5,3,9,4,2,2,43,1
ES,1354,7,7,4,2,1,10,6,2,2,80,2
ES,1355,7,2,8,5,5,8,5,2,2,43,1
ES,1356,7,2,5,5,3,5,5,2,2,46,1
ES,1358,7,1,2,5,6,9,7,3,1,79,1
ES,1361,7,3,3,4,4,7,6,2,1,29,2
ES,1363,7,5,2,4,2,5,5,1,1,57,1
ES,1364,7,5,5,6,5,7,5,3,1,69,1
ES,1365,7,6,5,5,3,2,2,1,1,87,1
ES,1366,7,1,6,7,6,8,6,3,2,28,2
ES,1367,7,6,7,7,7,8,5,3,2,39,1
ES,1374,7,3,8,5,3,7,6,2,2,48,1
ES,1379,7,6,8,5,3,8,3,3,1,52,1
ES,1380,7,4,7,0,6,8,3,1,2,49,1
ES,1381,7,5,3,3,3,9,5,1,2,36,2
ES,1383,7,2,5,5,2,8,6,2,1,49,1
ES,1384,7,2,5,5,7,8,4,3,1,70,1
ES,1388,7,7,5,5,7,5,6,3,2,27,2
ES,1393,7,7,8,7,8,7,4,3,2,70,1
ES,1395,7,2,4,5,4,8,5,3,2,59,1
ES,1396,7,3,8,6,6,8,6,3,1,34,2
ES,1402,7,6,8,8,5,10,7,2,1,58,1
ES,1405,7,6,7,6,5,5,7,3,1,67,1
ES,1406,7,7,7,7,3,7,4,2,1,58,1
ES,1407,7,4,5,5,4,7,4,3,2,40,1
ES,1408,7,3,8,5,5,7,7,4,2,87,1
ES,1414,7,2,8,5,2,8,6,2,2,22,2
ES,1418,7,4,1,2,2,5,5,2,1,52,2
ES,1420,7,6,7,6,8,8,5,3,1,40,1
ES,1424,7,2,4,2,2,5,6,2,1,63,1
ES,1426,7,4,4,4,3,1,5,1,2,62,2
ES,1427,7,3,5,5,7,8,7,3,2,17,2
ES,1428,7,1,3,3,5,9,5,1,1,24,2
ES,1430,7,7,7,7,6,9,6,2,2,32,1
ES,1431,7,2,6,7,6,8,5,3,2,45,2
ES,1433,7,6,4,5,4,4,5,2,2,54,1
ES,1434,7,2,5,5,0,5,5,3,1,45,1
ES,1435,7,3,6,6,6,6,4,3,1,59,1
ES,1438,7,6,5,7,4,6,4,2,1,68,1
ES,1440,7,5,3,5,3,7,5,1,2,33,1
ES,1442,7,0,5,0,10,8,4,2,2,50,1
ES,1445,7,2,6,5,7,7,6,3,1,63,1
ES,1446,7,7,3,4,6,6,6,3,2,34,2
ES,1447,7,3,6,8,8,9,4,2,2,24,2
ES,1448,7,4,7,7,7,8,3,2,2,60,1
ES,1450,7,2,7,9,4,7,3,2,2,47,1
ES,1452,7,5,6,7,7,8,6,3,1,46,1
ES,1453,7,1,4,3,3,7,7,2,1,18,2
ES,1456,7,4,6,5,3,8,4,3,2,39,1
ES,1457,7,5,7,6,6,6,4,3,1,42,1
ES,1462,7,7,8,2,6,8,4,3,1,90,1
ES,1463,7,7,5,2,2,7,3,3,1,67,1
ES,1464,7,3,7,8,3,7,7,5,1,28,2
ES,1466,7,5,5,5,10,10,5,2,2,25,2
ES,1467,7,1,7,4,0,10,5,2,1,48,1
ES,1468,7,4,5,6,2,8,5,2,2,31,2
ES,1471,7,6,5,5,2,6,5,4,2,82,2
ES,1473,7,4,6,4,7,9,6,3,2,32,1
ES,1478,7,6,7,7,5,10,6,3,2,49,1
ES,1479,7,7,3,5,7,5,6,4,1,76,1
ES,1480,7,5,4,5,9,10,6,3,2,79,1
ES,1486,7,3,7,7,6,9,5,3,1,28,1
ES,1489,7,2,7,8,2,8,4,3,1,68,1
ES,1491,7,4,5,6,3,9,5,3,2,57,1
ES,1495,7,5,5,6,4,8,6,4,2,27,1
ES,1496,7,6,4,2,9,5,7,3,2,21,2
ES,1498,7,2,5,7,7,7,2,3,2,49,2
ES,1500,7,3,2,3,3,7,3,2,2,52,2
ES,1501,7,2,3,6,6,9,7,4,2,23,2
ES,1512,7,1,9,8,8,10,7,4,1,70,1
ES,1513,7,5,7,5,3,7,4,4,2,62,2
ES,1517,7,7,5,5,5,10,2,3,2,72,1
ES,1518,7,1,6,5,7,10,3,3,1,31,1
ES,1528,7,2,4,8,3,7,6,3,2,20,2
ES,1529,7,2,5,5,6,6,5,2,2,46,2
ES,1533,7,2,8,8,7,10,6,4,2,26,2
ES,1536,7,5,0,0,7,10,5,1,2,76,1
ES,1538,7,7,9,9,9,9,7,2,2,89,2
ES,1539,7,3,6,5,6,8,7,2,1,28,2
ES,1542,7,5,7,5,5,8,6,3,1,25,2
ES,1546,7,3,7,7,6,7,6,3,2,101,2
ES,1548,7,6,6,7,5,8,5,3,2,47,1
ES,1551,7,2,6,6,3,7,6,3,2,29,1
ES,1552,7,2,8,6,5,7,5,3,2,46,1
ES,1553,7,2,5,5,8,9,7,4,2,45,1
ES,1557,7,0,0,2,1,10,3,1,2,50,1
ES,1570,7,7,7,8,4,7,6,3,1,71,1
ES,1571,7,5,7,7,8,9,4,2,2,21,2
ES,1576,7,3,3,0,0,5,4,1,2,37,2
ES,1577,7,7,6,7,8,10,6,3,2,65,1
ES,1578,7,5,5,5,5,5,5,3,1,65,1
ES,1579,7,2,6,6,6,5,4,2,1,59,2
ES,1581,7,2,0,0,0,2,5,3,2,64,1
ES,1585,7,4,4,4,3,8,6,3,2,19,2
ES,1591,7,3,4,4,4,2,4,4,1,42,2
ES,1595,7,4,5,7,3,5,7,3,2,57,1
ES,1598,7,7,2,2,2,7,4,2,2,69,1
ES,1604,7,4,4,6,4,6,6,3,1,64,2
ES,1608,7,5,0,0,0,7,6,1,2,55,1
ES,1609,7,5,5,6,3,5,4,2,1,30,2
ES,1610,7,7,7,7,7,7,5,2,1,62,1
ES,1621,7,2,3,5,2,6,6,1,1,59,1
ES,1622,7,3,4,3,4,1,4,1,1,62,2
ES,1623,7,5,7,4,5,6,3,2,1,63,1
ES,1628,7,7,2,1,3,5,5,3,2,76,2
ES,1629,7,2,6,6,6,7,3,4,1,56,1
ES,1631,7,5,7,7,6,9,5,4,1,75,2
ES,1635,7,1,3,5,2,5,3,2,2,42,1
ES,1638,7,3,6,7,4,8,6,3,1,53,1
ES,1640,7,6,5,5,5,5,4,3,1,43,1
ES,1641,7,3,7,7,6,7,3,3,1,51,1
ES,1642,7,3,7,8,6,8,5,3,1,35,1
ES,1645,7,3,5,8,8,7,7,1,2,70,2
ES,1647,7,7,2,2,3,10,6,1,1,69,1
ES,1648,7,3,3,3,3,8,6,1,1,47,1
ES,1653,7,3,5,7,5,6,6,3,2,49,2
ES,1654,7,2,7,5,7,8,4,4,1,18,2
ES,1656,7,4,5,7,5,8,6,4,2,41,1
ES,1657,7,5,7,6,6,7,5,4,2,34,1
ES,1658,7,4,5,5,6,9,4,3,2,42,1
ES,1659,7,1,6,5,4,6,6,4,1,18,2
ES,1660,7,7,8,3,3,7,7,3,1,60,1
ES,1663,7,4,2,5,3,7,4,3,2,38,2
ES,1666,7,7,8,7,7,7,5,3,1,46,1
ES,1667,7,6,6,5,4,7,4,5,1,69,1
ES,1669,7,6,3,2,3,8,7,2,1,75,1
ES,1671,7,1,3,3,2,5,7,2,1,23,2
ES,1672,7,3,2,9,0,10,6,5,1,23,2
ES,1673,7,5,6,7,5,8,6,2,1,75,1
ES,1678,7,7,0,3,3,7,5,1,2,90,1
ES,1680,7,2,6,2,3,8,5,3,1,20,2
ES,1683,7,2,5,5,4,8,5,2,2,35,1
ES,1685,7,4,7,7,5,7,6,2,1,33,2
ES,1688,7,7,2,3,3,4,5,2,2,43,2
ES,1689,7,5,7,7,6,8,6,3,1,24,2
ES,1693,7,7,8,8,5,7,5,3,1,40,1
ES,1694,7,7,5,5,7,8,4,3,1,40,1
ES,1701,7,1,6,6,7,6,3,4,1,27,2
ES,1713,7,5,6,6,7,8,4,2,2,17,2
ES,1715,7,4,5,4,5,10,6,3,2,85,1
ES,1719,7,2,6,6,7,7,6,3,1,18,2
ES,1722,7,7,6,7,5,8,6,3,2,19,2
ES,1726,7,4,7,6,3,8,5,2,1,34,1
ES,1727,7,3,7,5,5,8,3,3,1,42,1
ES,1729,7,3,3,2,3,8,4,3,1,51,1
ES,1730,7,1,7,6,6,7,4,4,2,37,1
ES,1732,7,2,8,8,5,6,4,2,1,26,2
ES,1735,7,5,3,7,6,9,7,2,1,42,1
ES,1737,7,2,5,5,5,10,7,3,2,29,2
ES,1738,7,6,5,2,5,5,7,2,1,67,1
ES,1740,7,3,2,4,4,6,6,1,1,32,2
ES,1742,7,7,1,0,0,10,6,2,1,79,1
ES,1744,7,7,0,5,6,5,7,2,2,75,2
ES,1746,7,4,7,5,6,9,6,3,1,22,2
ES,1747,7,2,2,1,1,8,5,2,2,39,1
ES,1750,7,2,5,4,7,10,6,3,2,39,2
ES,1751,7,7,5,10,10,7,4,2,2,44,1
ES,1752,7,6,3,7,0,5,1,1,1,58,1
ES,1753,7,3,6,7,5,5,7,2,1,41,2
ES,1761,7,7,2,2,1,8,4,2,2,41,1
ES,1763,7,7,1,3,2,6,5,2,2,32,1
ES,1764,7,5,6,3,3,7,5,3,1,39,1
ES,1765,7,0,5,4,3,8,7,3,1,23,2
ES,1766,7,7,9,6,4,7,5,1,1,39,2
ES,1769,7,3,7,6,5,9,5,3,1,17,2
ES,1771,7,4,7,7,5,8,5,3,1,53,1
ES,1776,7,3,5,6,9,9,4,2,1,42,1
ES,1781,7,5,3,4,2,9,6,2,2,46,1
ES,1782,7,7,5,3,7,5,7,4,1,68,2
ES,1784,7,7,6,2,5,9,7,2,2,82,1
ES,1790,7,5,6,8,3,7,4,2,1,56,1
ES,1792,7,3,1,4,4,8,7,2,2,35,1
ES,1797,7,5,4,6,7,9,5,3,1,36,1
ES,1799,7,2,4,7,6,8,2,1,2,35,1
ES,1807,7,5,2,5,7,5,1,1,2,51,1
ES,1812,7,5,4,5,2,8,6,2,2,64,2
ES,1813,7,7,2,1,5,5,5,1,2,90,2
ES,1814,7,5,7,0,0,8,4,4,2,35,1
ES,1817,7,7,6,5,7,7,5,3,2,75,1
ES,1820,7,7,4,5,3,10,7,3,1,21,2
ES,1821,7,2,5,5,10,8,6,3,2,23,2
ES,1829,7,0,7,8,4,9,6,4,1,43,1
ES,1832,7,6,5,7,5,8,4,4,2,43,1
ES,1835,7,5,2,3,2,8,1,2,1,73,1
ES,1837,7,7,8,6,4,9,3,2,1,64,1
ES,1838,7,5,3,7,8,5,6,3,1,42,2
ES,1839,7,7,5,5,4,10,4,3,1,64,1
ES,1840,7,2,5,6,2,8,4,2,1,61,1
ES,1849,7,7,5,5,5,8,4,3,1,41,1
ES,1853,7,7,3,4,4,8,4,3,1,42,1
ES,1856,7,3,3,3,2,8,6,3,1,51,1
ES,1861,7,7,5,5,4,8,6,3,1,63,1
ES,1862,7,7,6,7,2,10,3,3,1,49,1
ES,1863,7,2,5,6,6,9,5,3,2,38,1
ES,1866,7,2,6,7,4,7,6,2,2,44,2
ES,1867,7,5,2,2,2,8,4,3,2,39,1
ES,1868,7,5,2,8,2,9,7,3,2,27,1
ES,1869,7,2,8,8,5,8,5,3,1,42,1
ES,1870,7,7,5,1,1,1,2,1,2,20,2
ES,1875,7,7,5,7,1,9,5,3,1,28,2
ES,1877,7,6,3,5,8,10,7,3,1,16,2
ES,1878,7,6,5,0,4,2,5,2,2,54,2
ES,1879,7,4,5,0,5,5,5,2,1,46,1
ES,1881,7,5,6,6,3,8,7,3,1,47,1
ES,1887,7,6,1,0,0,0,6,2,1,74,1
ES,1888,7,5,2,3,0,0,7,1,2,82,2
ES,1889,7,4,5,5,0,7,7,2,1,18,2
ES,1891,7,3,7,8,5,9,3,3,1,57,1
ES,1892,7,3,7,3,3,7,5,3,1,16,2
ES,1893,7,3,5,0,5,10,7,3,2,45,1
ES,1894,7,7,6,7,4,8,7,2,1,29,2
ES,1898,7,5,4,5,6,8,7,2,2,82,1
ES,1899,7,7,8,8,7,3,7,3,1,83,1
ES,1901,7,7,3,7,2,5,6,3,2,73,1
ES,1903,7,1,4,3,2,9,6,4,1,17,2
ES,1904,7,4,5,6,6,8,6,2,2,29,1
ES,1905,7,1,5,4,3,8,6,3,2,19,2
ES,1906,7,4,5,7,5,8,4,3,1,50,1
ES,1908,7,5,2,5,2,8,2,1,1,61,1
ES,1922,7,2,6,7,5,10,5,2,2,48,1
ES,1928,7,3,3,8,6,8,6,2,2,40,1
ES,1930,7,3,0,5,0,5,4,2,1,38,1
ES,1931,7,3,7,0,6,10,5,4,1,32,1
ES,1932,7,7,5,6,7,9,6,1,2,42,1
ES,1934,7,3,8,8,3,9,7,4,2,55,2
ES,1935,7,7,7,7,3,9,5,1,2,89,2
ES,1936,7,4,6,6,3,9,5,5,1,52,1
ES,1940,7,2,3,4,4,7,5,4,2,46,2
ES,1944,7,3,5,7,8,10,6,3,1,35,1
ES,1946,7,7,5,5,7,9,6,3,1,64,1
ES,1949,7,5,2,2,5,8,2,1,1,44,1
ES,1955,7,4,2,2,1,8,5,3,1,51,1
ES,1957,7,2,2,2,2,8,5,2,1,23,2
ES,1961,7,5,2,5,4,10,5,3,2,52,1
ES,1962,7,4,1,5,6,6,6,1,1,78,2
ES,1968,7,7,7,5,7,10,7,2,1,24,2
ES,1969,7,5,8,5,2,10,5,3,2,51,1
ES,1971,7,4,8,6,6,9,6,3,1,33,1
ES,1972,7,2,1,1,1,8,6,2,1,71,1
ES,1973,7,6,5,7,3,10,6,3,1,24,2
ES,1979,7,3,6,6,2,9,7,2,1,20,2
ES,1981,7,4,3,5,6,9,5,3,2,22,2
ES,1982,7,7,5,5,1,7,7,2,1,50,1
ES,1983,7,7,7,7,3,9,7,2,2,53,1
ES,1985,7,2,2,5,2,10,5,1,2,29,1
ES,1986,7,6,2,3,2,4,6,2,1,31,1
ES,1987,7,6,1,1,1,10,6,3,1,76,1
ES,1988,7,4,1,1,1,10,5,2,1,56,1
ES,1992,7,5,6,8,8,8,4,3,1,59,1
ES,1993,7,3,0,6,5,4,6,2,2,75,2
ES,1994,7,3,8,8,5,10,6,3,1,82,2
ES,1998,7,4,5,7,6,10,4,3,2,46,2
ES,2006,7,7,8,8,3,8,6,4,2,38,1
ES,2011,7,2,3,4,3,9,2,3,1,40,1
ES,2012,7,5,3,3,4,8,4,1,2,73,1
ES,2013,7,4,5,8,3,7,2,2,2,54,1
ES,2014,7,3,3,3,3,9,3,2,1,69,2
ES,2015,7,6,4,5,5,7,5,2,2,54,1
ES,2021,7,3,6,7,6,5,6,3,2,56,1
ES,2022,7,0,7,6,3,9,6,3,1,56,1
ES,2024,7,3,4,3,2,8,6,3,2,54,2
ES,2025,7,5,5,5,5,6,2,1,2,89,2
ES,2026,7,7,2,2,6,5,5,1,1,84,2
ES,2029,7,0,6,8,3,8,6,1,1,50,1
ES,2032,7,4,8,8,7,5,4,2,1,48,1
ES,2035,7,3,6,6,5,7,5,3,1,59,1
ES,2036,7,4,8,5,8,10,5,2,2,76,1
ES,2037,7,4,5,5,5,8,5,4,2,52,1
ES,2040,7,5,6,6,5,10,7,2,1,69,1
ES,2041,7,2,5,7,6,7,6,3,1,41,2
ES,2048,7,7,2,1,1,4,4,2,2,89,2
ES,2049,7,5,3,3,2,4,3,3,1,33,2
ES,2052,7,7,4,3,1,5,3,2,1,43,1
ES,2055,7,4,3,4,3,3,5,2,2,25,2
ES,2058,7,2,3,3,4,6,6,3,2,40,2
ES,2059,7,6,4,2,2,5,3,3,1,44,1
ES,2060,7,4,3,3,2,8,4,3,1,33,2
ES,2063,7,4,2,3,2,6,4,4,2,37,1
ES,2064,7,3,5,6,6,5,4,3,1,31,1
ES,2070,7,4,4,3,3,7,5,1,1,84,1
ES,2072,7,3,4,3,3,8,6,3,1,19,2
ES,2074,7,3,4,6,4,8,5,3,1,80,1
ES,2077,7,3,5,8,7,9,6,3,1,22,2
ES,2078,7,3,6,8,5,9,6,2,2,64,2
ES,2079,7,1,1,3,1,8,4,3,2,26,2
ES,2086,7,3,6,6,5,8,6,3,2,47,1
ES,2087,7,2,3,6,1,8,3,3,2,54,1
ES,2088,7,2,7,5,8,10,5,2,1,55,1
ES,2092,7,4,4,7,5,6,5,3,2,49,2
ES,2093,7,6,5,6,4,9,4,2,2,31,1
ES,2097,7,7,4,3,4,7,5,1,1,35,2
ES,2099,7,2,6,3,4,9,5,4,1,47,1
ES,2102,7,7,2,2,2,4,5,2,1,64,1
ES,2104,7,7,2,2,2,5,6,2,1,80,1
ES,2107,7,6,3,3,4,7,5,1,2,68,1
ES,2110,7,5,7,3,1,9,5,2,1,35,2
ES,2115,7,1,5,9,1,10,4,3,2,46,2
ES,2116,7,7,2,2,2,7,3,3,2,43,2
ES,2119,7,4,2,2,2,7,6,3,1,34,2
ES,2121,7,3,6,8,4,8,6,3,2,18,2
ES,2122,7,5,2,2,2,8,2,2,2,60,2
ES,2125,7,2,6,8,4,6,5,3,2,25,2
ES,2127,7,1,8,5,5,9,4,2,1,49,1
ES,2129,7,5,4,6,4,5,7,1,2,80,1
ES,2134,7,4,3,5,5,3,4,2,1,39,1
ES,2135,7,3,10,8,6,10,6,4,1,48,2
ES,2139,7,5,5,8,5,10,4,3,2,31,1
ES,2144,7,4,6,8,6,7,6,3,1,30,2
ES,2145,7,2,3,4,4,9,4,5,2,44,2
ES,2148,7,3,8,6,6,9,6,4,2,54,1
ES,2152,7,4,0,0,0,9,5,2,1,61,1
ES,2154,7,7,7,6,4,10,6,4,1,67,1
ES,2155,7,2,2,3,4,8,6,3,1,46,1
ES,2159,7,0,6,2,5,8,6,5,1,48,1
ES,2160,7,7,8,8,5,8,3,2,1,23,1
ES,2162,7,2,0,10,10,5,7,3,2,37,2
ES,2163,7,0,6,8,4,10,4,3,2,35,1
ES,2164,7,5,4,5,5,5,5,1,2,79,2
ES,2165,7,2,3,4,2,8,6,2,1,25,1
ES,2166,7,4,5,5,7,6,4,1,2,70,1
ES,2167,7,2,5,6,2,7,6,2,2,25,2
ES,2170,7,2,2,4,6,8,6,1,2,70,1
ES,2171,7,2,8,8,1,3,5,1,2,60,1
ES,2175,7,3,4,5,0,8,7,2,1,20,2
ES,2179,7,2,6,5,4,6,4,2,1,48,1
